question,references,corpus_id
What is the reported accuracy of the SEISMiQ model on an internal dataset of experimentally detected impurities?,"[{""content"": ""n & van der goot, 2023). protein blends, typically originating from soy or pea, contain around 70% - 90% protein with the remainder being predominantly polysaccharide fibres originating from plant cell walls (kumar et al.,"", ""start_index"": 9262, ""end_index"": 9446}]",147
What is the significance of the common substructure between impurities and the main compound in impurity elucidation?,"[{""content"": ""present near the cooled wall. these temperature and shear gradients cause protein fibrils to be more structured, and thus aligned, near the cooling wall (fig. 1b),"", ""start_index"": 10549, ""end_index"": 10709}]",147
How does the SEISMiQ model utilize historical data in its finetuning process?,"[{""content"": ""structural anisotropy. the images were obtained via cslm described in this work, or from high-field mri measurements reported elsewhere (kuijpers et al.,"", ""start_index"": 15117, ""end_index"": 15335}]",147
What are the standard techniques for the characterization of organic compounds mentioned in the paper?,"[{""content"": ""responding authors abstract liquid chromatography-tandem mass spectrometry (lc-ms/ms) is an essential analytical technique in the pharmaceutical industry, used particularly for elucidating the structure of unknown impurities in the synthesis of active pharmaceutical ingredients. however,"", ""start_index"": 8020, ""end_index"": 8272}]",148
How is data consistency checked for $^1$H NMR and $^{13}$C NMR spectroscopy?,"[{""content"": ""molecules.\\textsuperscript13\u201318 the major challenge in the field is the inherent ambiguity of ms/ms spectra and the relative scarcity of open datasets and benchmarks, with"", ""start_index"": 11136, ""end_index"": 11490}]",148
What machine learning technique is used for IR data analysis?,"[{""content"": ""ies from their ms/ms spectra. we are able to significantly improve elucidation accuracy by integrating domain experts\u2019 knowledge, specifically the impurity sum formula and known substructure, into the model\u2019s training and inference process. further p"", ""start_index"": 16190, ""end_index"": 16367}]",148
What is the purpose of the QuickCheck service from nmrshiftdb2 in the context of $^1$H NMR data?,"[{""content"": ""aining and inference process. further performance improvements can be achieved through transfer learning from simulated ms/ms spectra of impurities from an in-house database. finally,"", ""start_index"": 13888, ""end_index"": 14124}]",148
What are the common adducts considered in mass spectrometry data consistency checks?,"[{""content"": ""es from an in-house database. finally, the need for any experimental data collection for finetuning can be circumvented by simulating the entire drug substance synthesis process in silico via reaction templates. introduc"", ""start_index"": 12186, ""end_index"": 12448}]",148
What is the role of cheminformatics toolkits in the evaluation process?,"[{""content"": ""nsure an unbiased evaluation. as the massspecgym benchmark was published after our model was trained, we only used for the evaluation molecules that were not in the model\u2019s training set. this resulted in 992 ms/ms spectra on which our model reached an accuracy of 36.5%. on this b"", ""start_index"": 11295, ""end_index"": 11490}]",148
How are $^1$H NMR spectra prepared for plausibility checks?,"[{""content"": ""ted via cfm-id and fraggenie. by design, our model requires a sum formula as input, since it is either already known, or being easily accessible through several tools that can accurately predict it from ms/ms spectra. we evalu"", ""start_index"": 14337, ""end_index"": 14575}]",148
What is the significance of level 3 evaluation in the proposed process?,"[{""content"": ""opment (supplementary information s3). on this dataset, our model correctly elucidated only nine (5%) of the impurities, while providing predictions with tanimoto of at least 0.8 for 49 (30%) impurities,"", ""start_index"": 18215, ""end_index"": 18528}]",148
What are the three levels of data curation defined in the proposed process?,"[{""content"": ""cture with the main compound. this common substructure provides a crucial starting point to allow analytical chemists to manually elucidate impurities from ms/ms spectra. based on"", ""start_index"": 8845, ""end_index"": 9271}]",148
How does the proposed process handle the evaluation of IR spectroscopic data?,"[{""content"": ""model on their simulated spectra. these results convincingly show that it is possible to considerably boost elucidation accuracy by finetuning the model on simulated ms/ms spectra of structurally related or even identical molecules, at"", ""start_index"": 15790, ""end_index"": 16210}]",148
What is the role of singlet-triplet conversion in molecular hydrogen in the context of parahydrogen induced polarization (PHIP)?,"[{""content"": ""alculations and predictions. the process described here uses the most frequently described data types belonging to the standard techniques for the characterisation of organic compounds - which are 1h nmr, 13c nmr, ir spectroscopy, and mass spectrometry. the impl"", ""start_index"": 442, ""end_index"": 721}]",149
How does the concentration of ¹⁵N nuclei affect the spin conversion process in H₂?,"[{""content"": ""stency as part of level 2 evaluation** in our approach, data consistency is checked for the analytical data from 1h nmr, 13c nmr spectroscopy and mass spectrometry completely automatically. the analytical interpretation (analysis) given by the data creator is compared with the information from automatically processed molecular structures by cheminformatics tools"", ""start_index"": 1109, ""end_index"": 1373}]",149
What is the purpose of using a 90° pulse in the SABRE experiments?,"[{""content"": ""combination with an ml model. the implemented model adopts convolutional neural networks to recognise the presence of functional groups from the full spectrum profile, not discrete peaks. this meth"", ""start_index"": 9672, ""end_index"": 9830}]",149
What is the effect of hyperpolarized oH₂ formation on the performance of polarization transfer experiments?,"[{""content"": ""cteristics for nmr and ir spectroscopy. to check the plausibility of nmr spectroscopic data, the data files of 1h nmr and 13c nmr... measurements are processed via the software chemspectra and analysed using the quickcheck service from nmrshiftdb2"", ""start_index"": 10725, ""end_index"": 10887}]",149
What is the significance of using deuterated substrates in SABRE experiments?,"[{""content"": ""ging to the same measurement. in the process proposed here, we established a protocol to search in all scans of one measurement for the exact mass-to-charge ratio and alternatively for the exact mass +1, +23, and +39, due to proton, sodium, and potassium adduct formation. as an add"", ""start_index"": 7351, ""end_index"": 7513}]",149
